Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10
-0.3502,-1.2580,-2.8831,1.1042,2.0079,-1.1301,0.3399,0.1639,-0.3885,4.2600,1.0381,1.8660,-2.1674,0.6781,0.6334
-0.9213,-0.3607,0.5494,0.7664,3.0636,-1.7488,0.6592,-0.2932,2.0509,-0.1313,0.2987,-6.2974,-1.6474,0.1459,2.2955
0.2675,-0.5448,0.5892,1.4339,2.4917,-1.2435,1.0911,-0.7246,0.8059,-1.0440,-0.3417,3.0074,-1.8547,0.5597,0.9525
-1.0676,-0.7694,1.5836,-0.7809,1.3722,1.5356,-3.2537,1.3367,0.5381,-2.4793,0.6370,1.0069,1.0254,1.1672,1.4184
-1.5398,-0.8200,1.6070,0.9016,1.3987,1.3911,-2.5924,-0.5279,1.2123,-2.0217,0.1961,0.2943,1.1686,-0.0385,-0.0504
0.3301,-0.8155,0.8634,-1.1719,1.3176,1.7977,-1.3549,-1.2186,-1.6775,-3.0256,0.7400,-1.1265,-1.0307,0.2459,-1.4434
-1.3411,-0.3282,0.5838,0.9538,-4.4815,-1.2927,2.4087,-0.6185,0.9113,-0.6109,2.0133,1.4688,-1.3441,-0.3272,-1.7535
0.4609,-1.3370,-2.7701,-2.8043,-8.5984,-0.6075,2.4447,-0.6464,0.9908,-1.0099,-3.2224,-7.5682,-1.1286,0.3942,1.8223
-0.4885,-1.0236,0.0000,-1.9327,-13.7148,-0.5642,4.7457,-1.6942,-0.7849,7.3201,-1.2409,2.1296,-0.5613,-0.0503,-0.0400
-2.5576,3.6740,0.9299,4.1848,5.6294,0.4454,-3.9824,1.4313,-2.2293,1.8317,-3.4479,0.1601,0.6664,0.6342,-1.0769
5.9563,3.9877,1.3231,5.3662,11.0131,0.2744,-2.6984,0.0425,-0.7711,-1.5627,-2.3807,0.1695,0.0000,0.6394,4.5345
-0.8604,-3.4968,-6.5899,-21.6379,-6.3755,-4.9516,-0.0733,-1.7468,-2.1750,-0.5611,2.0856,-1.4349,-0.8020,0.7167,-1.0022
-1.0417,-0.0742,-6.6026,0.9781,-4.4459,1.6779,-1.1705,-1.3337,-2.1346,-2.2937,2.3624,-0.3286,0.9721,-0.4149,-0.9197
5.9641,3.1667,1.6474,7.9478,12.1656,-2.9832,11.9933,0.0000,-1.5700,5.9137,2.0417,-1.7456,1.3412,-2.5884,1.0914
-1.5257,-0.3247,0.6819,1.7118,-3.6593,-0.0364,-1.6149,1.1449,-0.0200,4.1556,2.0405,-1.0198,0.0866,-0.3604,0.5192
0.3514,-0.1206,1.6486,-0.6912,1.4497,1.6034,-2.4699,0.7494,-0.4549,0.7700,0.2716,-2.0980,1.1540,-0.3893,1.0073
0.0355,-0.1409,2.7086,1.8545,5.9249,1.7209,-1.8080,3.3243,-1.0924,2.8167,0.5441,-1.0091,-0.5673,-0.6365,0.8112
-1.2257,-1.6405,-2.9293,-9.5847,-9.3599,2.8497,0.7072,0.3475,2.2175,4.1969,-2.0020,-4.2445,4.9876,-8.1336,1.3765
-0.2114,-0.2732,-3.4813,-3.0507,-5.1337,1.4303,0.2375,-0.7883,1.9465,-1.8718,2.4890,-0.1883,0.0856,0.2681,-1.6105
-0.5103,-1.0050,0.0000,-1.9531,-13.6567,-0.5810,4.7482,-1.6975,-0.8197,7.3100,-1.2896,2.0889,-0.5342,0.0000,0.0000
-1.5874,-0.2647,0.3291,-2.0071,-8.2483,1.3781,2.4279,-0.3105,0.7923,-1.5950,-2.9808,2.5005,2.1804,0.7188,0.8044
-0.5836,0.2282,0.9506,-1.2454,1.4418,1.4107,-0.8978,-0.1981,1.0669,-2.3192,0.5606,0.0000,-0.8799,-0.0203,1.2445
-1.6993,-0.9870,0.6100,1.4583,2.5053,-2.9693,-0.5624,-0.4364,0.6531,-4.2625,-0.2904,2.0158,-0.8768,1.0219,-2.7122
6.0372,3.1162,1.5273,7.9029,12.2792,-2.8792,11.8977,0.0000,-1.6053,5.9683,2.0772,-1.8317,1.3333,-2.4311,0.9939
