Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10
3.3663,5.9962,3.4946,4.6614,2.0910,1.9862,0.2223,0.0279,0.0572,-2.0423,5.8299,-0.9758,5.4896,2.5869,1.1225
0.8656,5.9962,0.2496,4.6614,2.0910,-1.7024,2.8900,0.2256,0.3544,-0.6072,5.8299,-0.4879,-0.1076,1.4069,-0.8018
3.3663,5.9962,3.4946,4.6614,11.6848,-3.5467,2.8900,0.4233,0.3544,-2.0423,5.8299,-0.9758,5.4896,2.5869,-1.7639
3.3663,5.9962,3.4946,4.6614,11.6848,-3.5467,2.8900,0.4233,0.3544,-2.0423,5.8299,-0.9758,5.4896,2.5869,-1.7639
0.8656,1.2719,0.2496,0.9888,2.0910,-1.7024,1.5562,0.2256,0.0572,-0.6072,2.7574,-0.4879,2.6910,1.4069,-0.8018
0.8656,1.2719,0.2496,0.9888,2.0910,-1.7024,0.2223,0.2256,0.0572,-0.6072,-0.3151,-0.4879,-0.1076,-0.9531,0.1604
3.3663,5.9962,3.4946,4.6614,2.0910,-3.5467,-1.1116,-0.3675,0.0572,-0.6072,-0.3151,0.9758,-2.9062,-0.9531,1.1225
0.8656,1.2719,0.2496,-2.6839,2.0910,1.9862,-1.1116,-0.1698,-0.5373,2.2630,-3.3876,0.4879,-2.9062,-0.9531,1.1225
-1.6350,-8.1766,0.2496,-2.6839,-7.5029,-1.7024,2.8900,0.4233,0.3544,-2.0423,5.8299,-0.4879,-0.1076,1.4069,-0.8018
0.8656,-3.4524,0.2496,0.9888,2.0910,3.8305,-1.1116,-0.3675,-0.5373,2.2630,-3.3876,0.4879,-2.9062,-0.9531,1.1225
0.8656,1.2719,0.2496,0.9888,2.0910,-1.7024,1.5562,0.2256,0.0572,-0.6072,2.7574,-0.4879,2.6910,1.4069,-0.8018
0.8656,1.2719,3.4946,0.9888,2.0910,0.1419,-1.1116,0.2256,0.0572,-0.6072,-0.3151,-0.0000,-0.1076,0.2269,-0.8018
0.8656,1.2719,-2.9954,-2.6839,2.0910,-1.7024,-2.4454,-0.3675,-0.5373,0.8279,-0.3151,0.4879,-2.9062,0.2269,0.1604
0.8656,5.9962,3.4946,4.6614,11.6848,3.8305,-2.4454,-0.3675,-0.8345,2.2630,-3.3876,0.4879,-0.1076,-0.9531,2.0846
-4.1357,-3.4524,-2.9954,-2.6839,-17.0968,-1.7024,1.5562,0.2256,0.0572,-0.6072,2.7574,-0.0000,2.6910,0.2269,1.1225
-1.6350,-3.4524,0.2496,0.9888,2.0910,0.1419,-2.4454,0.0279,0.3544,-2.0423,-0.3151,-0.4879,2.6910,0.2269,-0.8018
-1.6350,1.2719,0.2496,0.9888,2.0910,-1.7024,-1.1116,-0.1698,0.0572,-0.6072,2.7574,-0.4879,-2.9062,-0.9531,-0.8018
0.8656,1.2719,0.2496,0.9888,2.0910,-1.7024,1.5562,0.2256,0.0572,-0.6072,2.7574,-0.4879,2.6910,1.4069,-0.8018
0.8656,-3.4524,-2.9954,0.9888,2.0910,0.1419,-1.1116,-0.1698,-0.2400,2.2630,-3.3876,0.4879,-2.9062,-0.9531,1.1225
-1.6350,-3.4524,-6.2403,-2.6839,-7.5029,1.9862,-1.1116,0.0279,0.0572,0.8279,-0.3151,-0.0000,-0.1076,0.2269,0.1604
-1.6350,1.2719,-2.9954,0.9888,2.0910,3.8305,0.2223,-0.1698,0.0572,-0.6072,-6.4601,0.4879,-2.9062,-0.9531,-0.8018
3.3663,5.9962,3.4946,4.6614,11.6848,-3.5467,2.8900,0.4233,0.3544,-2.0423,5.8299,-0.9758,5.4896,2.5869,-1.7639
0.8656,5.9962,0.2496,0.9888,-7.5029,0.1419,2.8900,-0.3675,0.0572,-0.6072,-3.3876,-0.0000,-2.9062,-0.9531,2.0846
0.8656,1.2719,0.2496,-2.6839,2.0910,1.9862,-1.1116,-0.1698,-0.5373,2.2630,-3.3876,0.4879,-2.9062,-0.9531,1.1225
0.8656,1.2719,0.2496,0.9888,2.0910,3.8305,-2.4454,-0.3675,0.0572,3.6981,-3.3876,0.4879,-2.9062,-2.1331,0.1604
0.8656,1.2719,3.4946,0.9888,2.0910,0.1419,-1.1116,0.2256,0.0572,-0.6072,-0.3151,-0.0000,-0.1076,0.2269,-0.8018
-4.1357,-3.4524,-2.9954,-2.6839,-7.5029,0.1419,0.2223,0.0279,-0.2400,-0.6072,-0.3151,-0.4879,2.6910,1.4069,0.1604
0.8656,1.2719,3.4946,0.9888,11.6848,0.1419,0.2223,0.2256,0.0572,-0.6072,-3.3876,0.4879,2.6910,-2.1331,1.1225
0.8656,1.2719,0.2496,0.9888,2.0910,-1.7024,1.5562,0.2256,0.0572,-0.6072,2.7574,-0.4879,2.6910,1.4069,-0.8018
-1.6350,1.2719,0.2496,0.9888,11.6848,3.8305,-2.4454,-0.3675,0.0572,0.8279,2.7574,0.9758,-5.7049,-2.1331,2.0846
3.3663,5.9962,3.4946,4.6614,11.6848,3.8305,-2.4454,-0.3675,-0.8345,3.6981,-6.4601,0.9758,-5.7049,-2.1331,2.0846
-1.6350,1.2719,0.2496,0.9888,-7.5029,1.9862,-1.1116,-0.3675,0.0572,0.8279,-3.3876,0.4879,-0.1076,-2.1331,0.1604
0.8656,1.2719,3.4946,0.9888,2.0910,0.1419,-1.1116,0.2256,0.0572,-0.6072,-0.3151,-0.0000,-0.1076,0.2269,-0.8018
0.8656,1.2719,0.2496,-2.6839,2.0910,1.9862,-2.4454,-0.1698,-0.2400,0.8279,-3.3876,0.9758,-2.9062,-0.9531,1.1225
0.8656,1.2719,0.2496,-2.6839,2.0910,3.8305,1.5562,-0.3675,0.0572,0.8279,-3.3876,0.9758,-2.9062,0.2269,-0.8018
0.8656,-3.4524,0.2496,-2.6839,2.0910,1.9862,0.2223,-0.1698,-0.2400,2.2630,-0.3151,0.4879,-0.1076,-0.9531,0.1604
0.8656,1.2719,0.2496,0.9888,2.0910,-1.7024,-2.4454,0.0279,0.3544,-2.0423,-0.3151,-0.4879,5.4896,0.2269,0.1604
-1.6350,-3.4524,-2.9954,-2.6839,-7.5029,-1.7024,0.2223,0.0279,0.3544,-0.6072,2.7574,-0.4879,2.6910,1.4069,-0.8018
-1.6350,1.2719,0.2496,-2.6839,-7.5029,-1.7024,1.5562,0.0279,0.3544,-0.6072,2.7574,-0.0000,2.6910,-0.9531,-0.8018
0.8656,1.2719,0.2496,0.9888,2.0910,0.1419,0.2223,-0.1698,-0.2400,0.8279,-3.3876,0.4879,-2.9062,-2.1331,0.1604
3.3663,5.9962,3.4946,4.6614,11.6848,3.8305,-2.4454,-0.3675,-0.8345,3.6981,-6.4601,0.9758,-5.7049,-2.1331,2.0846
0.8656,1.2719,0.2496,0.9888,2.0910,0.1419,0.2223,-0.1698,0.0572,0.8279,-0.3151,-0.0000,2.6910,-2.1331,0.1604
3.3663,1.2719,3.4946,-2.6839,2.0910,-3.5467,0.2223,0.2256,0.3544,0.8279,2.7574,-0.0000,-2.9062,-2.1331,-0.8018
0.8656,-3.4524,-2.9954,0.9888,2.0910,-1.7024,1.5562,0.4233,0.3544,-2.0423,2.7574,-0.4879,2.6910,1.4069,-0.8018
-1.6350,-3.4524,0.2496,0.9888,2.0910,-1.7024,1.5562,0.0279,0.3544,-0.6072,5.8299,-0.9758,2.6910,2.5869,-0.8018
0.8656,1.2719,0.2496,0.9888,2.0910,-1.7024,1.5562,0.2256,0.0572,-0.6072,2.7574,-0.4879,2.6910,1.4069,-0.8018
0.8656,1.2719,0.2496,-2.6839,2.0910,1.9862,-2.4454,-0.1698,-0.2400,0.8279,-3.3876,0.9758,-2.9062,-0.9531,1.1225
-1.6350,-3.4524,0.2496,0.9888,2.0910,0.1419,-1.1116,-0.1698,0.0572,2.2630,-0.3151,0.4879,-2.9062,-0.9531,1.1225
-1.6350,1.2719,0.2496,-2.6839,2.0910,0.1419,0.2223,0.0279,-0.2400,0.8279,-0.3151,0.4879,-0.1076,-0.9531,0.1604
-1.6350,-3.4524,0.2496,0.9888,-7.5029,-1.7024,1.5562,0.2256,0.0572,-0.6072,-0.3151,-0.4879,2.6910,0.2269,0.1604
0.8656,-3.4524,-2.9954,-2.6839,-7.5029,-1.7024,1.5562,0.2256,0.0572,-0.6072,2.7574,-0.9758,2.6910,2.5869,-1.7639
-1.6350,-8.1766,0.2496,-2.6839,-7.5029,-1.7024,2.8900,0.4233,0.3544,-2.0423,5.8299,-0.4879,-0.1076,1.4069,-0.8018
0.8656,5.9962,3.4946,4.6614,11.6848,1.9862,-2.4454,-0.3675,0.3544,-2.0423,-6.4601,0.9758,-0.1076,-2.1331,0.1604
3.3663,5.9962,3.4946,4.6614,11.6848,-1.7024,-1.1116,0.0279,0.3544,-0.6072,-6.4601,0.4879,-5.7049,-2.1331,2.0846
-4.1357,-8.1766,-6.2403,-6.3565,-17.0968,1.9862,-1.1116,-0.1698,-0.5373,2.2630,-3.3876,-0.0000,-0.1076,0.2269,-0.8018
-1.6350,-3.4524,-2.9954,0.9888,-7.5029,1.9862,-1.1116,-0.1698,-0.2400,0.8279,-3.3876,0.4879,-2.9062,-0.9531,0.1604
3.3663,5.9962,3.4946,4.6614,11.6848,-3.5467,2.8900,0.4233,0.3544,-2.0423,5.8299,-0.9758,5.4896,2.5869,-1.7639
-1.6350,1.2719,0.2496,0.9888,-7.5029,-1.7024,-2.4454,0.0279,0.3544,-2.0423,-0.3151,-0.0000,-0.1076,0.2269,-0.8018
0.8656,1.2719,0.2496,-2.6839,2.0910,1.9862,-1.1116,-0.1698,-0.5373,2.2630,-3.3876,0.4879,-2.9062,-0.9531,1.1225
0.8656,1.2719,3.4946,0.9888,11.6848,1.9862,-1.1116,-0.3675,-0.8345,3.6981,-0.3151,-0.0000,-0.1076,-0.9531,1.1225
-6.6364,-12.9009,-9.4853,-10.0291,-26.6906,-1.7024,1.5562,0.2256,0.3544,-2.0423,5.8299,-0.9758,5.4896,2.5869,-1.7639
3.3663,1.2719,-2.9954,-2.6839,-7.5029,1.9862,-1.1116,-0.1698,0.0572,-0.6072,-0.3151,-0.0000,-0.1076,0.2269,0.1604
-1.6350,-8.1766,0.2496,-2.6839,-7.5029,-1.7024,2.8900,0.4233,0.3544,-2.0423,5.8299,-0.4879,-0.1076,1.4069,-0.8018
-1.6350,1.2719,0.2496,-2.6839,-7.5029,1.9862,1.5562,0.2256,0.0572,-0.6072,2.7574,-0.4879,5.4896,1.4069,-1.7639
-1.6350,-3.4524,0.2496,-2.6839,2.0910,0.1419,0.2223,-0.1698,0.0572,0.8279,-0.3151,-0.0000,-0.1076,0.2269,1.1225
-1.6350,1.2719,0.2496,0.9888,2.0910,-1.7024,0.2223,0.0279,0.0572,0.8279,2.7574,-0.4879,-0.1076,1.4069,0.1604
3.3663,5.9962,3.4946,4.6614,11.6848,-3.5467,2.8900,0.4233,0.3544,-2.0423,5.8299,-0.9758,5.4896,2.5869,-1.7639
