Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10
0.1873,-0.7687,0.8146,1.7388,1.3489,-1.1740,-1.0310,0.0480,-0.1541,-1.2495,0.5961,2.3849,0.3713,-0.3448,-1.1455
1.8956,3.8965,1.2669,4.2172,0.8987,-0.6355,-2.9511,-0.4936,0.7745,-1.7556,0.5725,1.8826,-0.7486,-0.3283,1.1142
0.0786,-0.4527,1.5326,-0.9285,1.3410,1.1092,-1.6550,0.4276,0.9428,0.6231,0.5533,-1.9426,0.2323,-0.3195,1.5991
-1.7283,-0.6447,0.6819,-0.8055,-13.7345,-0.6497,3.0719,-0.0667,-0.2498,5.2446,-2.2301,1.5777,0.8274,0.6671,-0.3814
0.3710,-0.5590,1.5772,1.5794,1.5911,0.8957,-1.6638,0.0845,1.3052,0.3587,0.3804,-1.6927,-0.1211,-0.3339,1.2877
0.3178,-0.8371,0.6575,1.9123,2.4332,-0.7637,-0.0403,-0.1024,-0.3266,-1.4112,-0.0644,1.9379,0.1524,0.7225,0.2139
0.0646,-0.7636,1.9362,1.8154,1.3597,0.5970,-1.8332,-0.0717,1.0469,-1.3661,0.7718,-0.4896,0.1640,-0.2161,-0.2209
-0.4915,-0.6726,-5.8979,-1.5727,1.2305,-0.7329,-2.8390,0.1245,-1.9960,-2.1940,0.5773,-1.1582,0.1293,-0.3301,-1.3497
-0.5209,3.6759,4.2029,2.5364,6.7708,1.2510,-4.4047,0.0000,-0.9748,0.6944,0.0000,-1.5680,0.9706,-0.3635,-0.2289
-4.4822,-0.1910,-3.7511,-0.0823,-10.1157,-0.4057,1.3181,-0.3340,1.5187,-2.0217,-3.0366,-0.5455,0.4060,-0.1152,1.7543
-2.6266,-0.4949,1.3090,1.3049,1.3478,0.1981,-1.4493,0.2866,-0.9415,2.1089,0.4639,0.9577,0.2364,-0.1635,0.5904
-3.0047,-0.7611,0.7747,1.2661,2.4496,-1.0237,-1.3333,-0.4061,-0.1603,-1.7771,-0.2103,0.6015,-0.9183,-0.3273,0.2943
0.3152,-0.8201,0.6528,1.9162,2.4355,-0.7596,-0.0363,-0.0915,-0.3288,-1.4148,-0.0632,1.9578,0.1239,0.7245,0.1902
-0.2760,-0.6898,-5.2283,1.2932,1.3929,-0.0697,-1.0186,0.3254,-1.7010,-1.3163,0.3095,-1.0594,-0.1677,-0.3267,1.2805
-0.8887,-0.5040,-7.0101,-0.9170,-4.9375,1.1032,0.8110,0.3842,1.9543,-1.6581,2.1856,-0.6656,0.7690,-0.2391,-0.9662
-2.7985,-0.9153,-2.7988,1.2904,1.2241,-0.2529,-0.8571,0.0462,1.3214,-1.4465,-1.0693,-0.4257,-0.0742,-0.2720,-0.1426
7.7098,3.0750,2.4269,4.1123,12.8418,-1.0293,10.0664,0.1056,-0.7741,5.1162,-0.1943,-1.0742,2.1706,0.3349,-0.6332
0.0000,2.1452,0.0584,1.0637,-10.6159,0.1107,1.3429,0.1083,1.1962,-3.0310,2.2241,-0.6501,1.4782,0.0000,-2.7047
0.1191,-0.4348,1.5224,-0.9179,1.3396,1.1583,-1.6797,0.4172,0.9338,0.5931,0.5688,-1.9217,0.2094,-0.3391,1.5727
0.2811,-0.8081,1.5022,1.7136,1.3376,-0.0241,-1.8651,-0.7136,0.2312,1.3610,0.7188,-0.7137,-0.2247,0.1030,-0.9562
0.0556,-0.7699,1.9377,1.8101,1.3616,0.5969,-1.8295,-0.0693,1.0543,-1.3663,0.7686,-0.4927,0.1671,-0.2071,-0.2226
-3.0378,-0.0945,-3.8057,-0.9332,-5.2651,-0.3972,1.2514,0.3486,4.1729,-1.4253,2.0468,4.5277,1.3395,1.1351,-0.2043
-0.6227,-0.6384,1.7324,1.5159,5.0227,0.5476,-1.7594,-0.0604,1.0837,-1.9212,0.9509,-0.4274,0.1513,-0.0653,1.1017
0.3205,-0.8313,0.6261,1.9078,2.4454,-0.7425,-0.0641,-0.1079,-0.3105,-1.4296,-0.0582,1.9527,0.1546,0.7314,0.2075
-0.3773,-0.9292,1.1477,3.9891,6.9400,0.1487,-4.0992,-2.4361,0.6325,-1.9612,0.0000,8.6245,-1.1473,-0.0461,-2.7678
5.8298,3.6240,3.8321,6.0567,10.7759,0.6652,-3.8409,-0.3396,-0.2401,5.1693,-1.7119,0.0478,-3.4125,0.0532,-0.3988
-2.1099,-0.3378,0.8020,1.1225,-4.4025,1.1496,-0.3788,-0.5531,1.0423,-1.7573,2.8469,-0.5951,0.4468,0.1075,-0.9795
0.0627,-0.7669,1.9376,1.8110,1.3588,0.5920,-1.8311,-0.0595,1.0496,-1.3674,0.7675,-0.4907,0.1709,-0.2220,-0.2180
-1.1609,-0.6022,2.0940,-1.0480,1.1749,1.1244,-1.5055,0.5360,0.6547,-1.7750,1.0396,0.0000,0.1576,-0.3466,1.8235
-1.1002,-1.0484,0.8783,-1.6536,1.1237,0.1128,1.8971,-0.2628,0.4716,-2.0378,1.5037,1.5283,0.5951,-0.0491,-0.4784
-0.2435,-0.9014,1.3160,-1.4954,1.2589,1.3669,-1.4261,0.4611,0.6594,-1.0050,0.2258,-2.5167,0.2764,-0.3206,-1.1820
0.3826,-0.8701,1.3029,1.1312,1.3382,-1.2783,-1.4287,0.0491,-1.2336,1.8223,0.3591,2.2776,2.2983,-0.2621,-1.2781
-1.5247,-0.4930,-2.3891,-1.0820,-7.6508,-0.8827,1.3025,0.5182,0.5259,-1.5199,-2.7096,1.5681,0.9876,1.1024,0.2114
-1.3536,-0.5138,0.3867,-1.4906,-7.4716,-0.5404,2.1153,-0.1020,1.2991,-1.5921,-3.2194,-0.8396,0.2007,-0.1632,-0.0842
-0.0975,-0.6694,1.5803,1.5631,1.3452,0.5972,-1.7885,0.3097,0.6187,-2.1663,1.2706,-1.1058,-0.1910,-0.0355,-1.0078
5.7666,3.5754,3.8769,6.1060,10.7212,0.6563,-3.8407,-0.3327,-0.2302,5.1672,-1.7527,0.0000,-3.3441,0.0875,-0.3466
-0.1059,-0.7640,0.7408,1.6667,1.3530,0.7193,-1.3868,0.1099,0.7620,-2.1989,0.7539,0.1553,-0.1241,0.0330,-0.7673
0.2470,-0.9002,0.6552,-4.1439,1.5678,-0.6990,-1.8589,-0.2591,0.4735,-2.2583,-0.5318,-0.3385,-0.6091,-0.1549,-0.7393
0.1540,-0.5795,-4.2275,1.8697,2.4774,-0.0775,-1.2915,-0.1771,0.1158,2.4232,-0.2470,1.3020,0.3131,0.7100,0.0710
-2.9291,-0.9457,0.6505,1.0212,2.2284,-0.7660,-0.4157,0.2133,-0.4398,-1.4206,-0.1359,-4.7712,0.0636,0.8189,0.7912
0.2900,-0.8291,0.6698,1.8976,2.4314,-0.7505,-0.0480,-0.0936,-0.3148,-1.4027,-0.0427,1.9439,0.1233,0.7281,0.1991
-1.1714,-0.6413,2.0714,-1.0592,1.1808,1.1364,-1.5231,0.5200,0.6767,-1.7632,1.0315,0.0638,0.1665,-0.3415,1.8190
-2.5424,-0.8872,0.8018,1.1698,1.3729,0.5002,-1.7780,-0.0676,0.5212,-1.0730,0.2940,-0.3559,-0.2069,-0.2542,1.1355
-1.1672,-0.7617,1.0634,-1.1174,1.0748,0.6270,-1.3165,-0.0267,0.1640,-1.5204,0.6572,-2.0529,0.2958,-0.3353,-1.0410
-2.5347,-0.7814,0.4939,1.0891,-4.7316,-1.0877,1.4433,0.1296,0.2886,-1.3686,2.2615,0.8224,0.4930,-0.0865,-0.9942
-0.2275,-0.6073,-4.5746,-2.1941,-8.3194,-0.8294,0.4143,-0.3097,0.4807,-1.4215,-2.6637,-4.2880,0.7552,0.5672,0.2150
-1.6997,-0.6601,0.6701,-0.8228,-13.7207,-0.5962,3.0870,-0.0865,-0.2686,5.2149,-2.2413,1.5552,0.8507,0.6697,-0.3718
-2.2739,3.1491,1.7479,3.0077,5.2634,0.1654,-2.7367,-0.5072,-0.5345,1.0696,-1.5256,1.0489,0.3521,-0.0612,-1.2762
7.0031,3.6150,2.2336,6.0395,9.6375,-0.8134,-2.3811,0.1780,0.6106,-1.8575,-1.8793,0.4645,-2.4526,-0.1948,1.2297
-0.2284,-2.1174,-5.7536,-14.5272,-6.2316,-0.9414,-0.0598,0.2171,-0.5056,0.8455,2.7572,-2.5382,0.1162,0.6390,-0.0657
-1.4679,-0.4067,-4.2948,1.0206,-4.6846,0.7393,0.1451,0.1517,0.2543,-1.4905,2.6266,-1.5059,0.1609,-0.3076,-0.9425
7.6716,3.1187,2.4725,4.1496,12.8058,-1.0443,10.0917,0.1570,-0.8081,5.0980,-0.2201,-1.0566,2.1967,0.2568,-0.6349
-2.0793,-0.5217,1.1917,1.2201,-4.4818,-0.4692,-0.5312,0.1528,0.8077,1.9048,2.1293,-1.1622,0.4547,-0.3250,0.1504
0.0921,-0.4437,1.5154,-0.9257,1.3336,1.1637,-1.6510,0.4067,0.9140,0.6021,0.5629,-1.8904,0.1887,-0.3356,1.6085
-0.4400,-0.5899,2.6132,1.6240,7.2180,0.9188,-1.9072,0.0405,-1.1937,5.1002,-0.1570,-1.3452,0.0608,-0.3368,1.2803
-1.8831,-1.0509,-5.1226,-4.9686,-9.0780,0.0000,-0.3437,-0.0557,0.0000,2.1243,-2.2705,-1.8768,8.4684,-4.3009,-0.3152
0.9459,-0.4019,-2.5118,-2.9888,-5.5090,1.1740,0.4227,0.2597,2.0125,-1.3524,2.0638,0.0000,0.9694,-0.2540,-0.9022
-1.6949,-0.6168,0.6624,-0.8138,-13.7305,-0.5966,3.1230,-0.0982,-0.2485,5.2100,-2.2840,1.5602,0.8334,0.6523,-0.3779
-1.6020,-0.5559,0.7138,-0.9520,-7.4697,2.3099,0.9984,-0.0720,0.2384,-1.4645,-2.7982,2.4784,2.7006,0.4123,-0.9153
-1.7295,-0.6115,0.6116,-0.8479,1.1760,0.4825,-1.5042,0.0350,0.7658,-1.9476,0.5158,-0.4583,0.3313,-0.2559,1.6448
-2.6232,-0.7634,0.6141,1.3644,2.4094,-0.9932,-0.8585,0.3933,-0.2997,-1.9288,-0.2153,1.5352,0.3596,1.1051,-1.2897
7.6598,3.0980,2.4354,4.1492,12.8093,-1.0465,10.0986,0.1199,-0.7958,5.1058,-0.1875,-1.0663,2.1846,0.3367,-0.6466
