Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10
-0.7798,1.0418,-1.1811,3.8463,2.9162,6.4624,1.3949,-1.8626,-16.1823,13.6827,0.0000,3.0602,-9.9373,2.6073,3.2676
7.0412,-14.4385,-1.7690,-5.1322,-6.4666,-0.6392,-5.8256,16.8864,11.5040,0.5462,-3.5488,-1.5249,-0.2754,-1.4263,1.1005
-0.3181,-5.6460,-0.9622,-2.4348,3.0073,20.9617,1.0869,4.9722,-14.9416,15.5302,-0.7120,3.5198,-10.5054,2.9386,4.3657
-5.6148,0.4936,-2.3357,-0.2564,0.6931,-2.8617,-2.1397,2.7662,1.8753,-4.4964,-0.3951,-2.6377,7.5993,-3.5517,-0.4153
-4.9262,1.2044,8.1776,-0.4142,1.1371,-5.1450,3.6427,2.2652,3.1457,-4.3006,3.1350,-0.8802,0.8600,-2.3226,1.0377
-1.9311,0.6280,-0.9158,1.4656,2.3776,-13.4249,3.4643,-3.3124,-19.1500,-0.6873,0.8897,1.0972,-10.3236,-4.5672,-2.8816
-1.0112,9.4147,-3.4745,-7.9780,15.1616,16.8507,-0.1724,3.5275,-22.8742,13.5265,-2.6085,1.8541,-0.4221,2.7165,8.4820
20.2010,-6.4995,-3.4289,-2.5768,-15.2035,-6.1273,-3.1407,0.9727,2.2799,-5.6692,0.1742,-2.2731,12.1479,-2.8667,-3.6056
8.5388,-7.6341,-2.2076,-0.6085,0.9827,-5.3745,6.9550,-5.0424,13.9928,-4.2395,1.9515,-1.4231,9.7596,-3.4946,-0.6701
7.7267,1.5805,-1.4184,0.1123,1.6120,-3.3440,4.8199,-9.6175,3.2750,-5.6876,4.1787,-0.6557,-5.2504,0.6913,0.6800
-5.6333,0.6302,-2.2761,-0.1807,0.6333,-2.9162,-2.1349,2.7946,1.9055,-4.5198,-0.4118,-2.6476,7.6030,-3.5949,-0.5283
-1.3519,-6.5958,1.5322,-2.1775,2.8279,-4.5507,1.9011,-3.0920,-8.0502,11.3261,0.8617,2.8017,-9.6474,2.1721,2.8840
4.2684,-6.0022,-1.8553,1.9070,-8.0981,0.4447,3.4016,-6.4818,1.9712,-2.6210,1.6866,-2.5280,-0.1226,-3.7501,-2.4928
2.2874,0.7133,-1.0332,-2.1930,1.9657,5.4190,1.0373,-6.8526,0.9606,-9.3741,0.8819,1.2141,-10.0785,0.9320,-5.3672
-17.0223,11.1900,7.2879,7.6140,6.3275,7.3739,-4.4996,17.5039,8.8122,2.7521,-3.2299,-0.6085,11.6132,-0.2190,5.0799
-2.3276,12.8825,-1.5847,-1.6580,-11.8671,-5.8545,1.2419,-6.8256,1.1864,-9.0263,1.7935,-2.4497,-8.8008,1.1785,0.3871
-0.6646,0.9849,-1.1566,3.9958,2.8341,6.4643,1.2729,-2.0505,-16.1127,13.8678,0.0000,3.1304,-10.0061,2.4563,3.3200
-1.1938,0.8300,-1.3492,-2.9293,2.4558,18.0532,1.5581,4.5406,0.7825,26.7573,-0.7352,3.1669,-9.4518,11.1395,-1.8417
-4.9753,1.3581,8.0904,-0.3993,1.1645,-5.0093,3.6004,2.1855,3.0947,-4.4217,3.1379,-0.9066,0.8003,-2.2476,1.1447
19.7694,-6.2205,-2.8774,-1.6083,-7.2287,-5.7899,0.5175,-5.5809,-7.7931,-6.0544,1.9445,-2.8759,13.1611,-3.4291,-2.3367
-4.1358,1.4112,3.9348,-1.6539,14.6619,-5.1472,1.9764,-2.4911,1.7304,-6.4839,1.7115,0.6592,9.2804,3.0646,-2.9930
-5.6261,0.5281,-2.2671,-0.2108,0.6689,-2.8711,-2.1695,2.7946,1.8892,-4.4893,-0.4381,-2.6026,7.5723,-3.5621,-0.4935
0.8630,1.2831,-1.0817,-2.1762,17.3422,16.7045,1.9786,3.5846,1.0861,1.9394,1.6745,8.0613,-18.3010,11.5676,8.8823
0.6220,9.7244,-4.0065,-8.0546,15.7148,16.5113,-1.4459,4.3437,-22.0152,26.2477,-2.8221,8.4226,-16.3404,10.1664,8.6072
2.8515,0.9304,-1.0277,-2.0709,-8.8456,1.8734,2.1005,-3.4418,0.9216,-0.4730,-0.3563,1.1443,-0.6632,7.5292,-2.7912
-4.8825,1.3207,8.0015,-0.5235,1.1771,-5.0551,3.6120,2.3707,3.1472,-4.4434,3.1883,-0.8280,0.7711,-2.1862,0.9468
-1.4167,0.7025,-1.1694,3.8853,2.5437,5.2395,1.5134,-3.0904,-8.2210,1.0858,0.1554,8.5699,-9.7905,2.5175,2.7852
-1.9262,0.6957,-1.4906,2.7868,2.2072,14.8195,1.0697,0.0000,0.9980,0.3124,1.7400,9.5043,-9.0471,-3.7883,-6.7325
-1.6409,-6.1924,-0.6775,4.0711,2.3491,6.5448,1.6599,-2.6423,-7.0790,11.9483,1.5509,3.4991,-0.1016,2.4084,-1.7742
-5.9127,0.6431,-2.2228,-0.6926,0.7598,-4.2573,6.4715,-5.1469,13.3541,-4.4942,1.9774,-2.0855,19.3577,-3.7190,-2.2154
7.7062,-6.7602,-4.1521,-2.6936,-6.7897,-4.2409,-0.2459,-4.8931,11.9833,-5.0794,-0.3528,-2.5540,10.8329,-3.7780,-0.7616
7.2866,0.8802,-1.8762,-2.5249,-7.6564,-5.8166,-3.9935,-5.5530,12.8873,-6.1238,-0.2193,-2.4895,8.8186,-1.6805,-1.6246
-2.5936,0.7068,-1.9309,-2.7328,2.1949,-6.1522,1.0515,-6.3363,-9.4055,-1.9425,0.4740,1.3387,-8.2797,7.9540,-3.4465
0.3496,9.5516,-3.9862,-8.1601,15.7586,16.4294,-1.3510,4.6068,-21.4247,25.8139,-3.2092,8.4504,-16.1740,10.6812,8.3389
-4.5755,0.9861,-1.6277,-2.3044,1.2782,-5.9190,1.2944,-6.9177,0.8323,-3.0709,1.6284,-2.2019,9.3701,6.6230,-2.7084
-13.6186,1.7317,8.7397,-4.3717,1.3427,-0.7945,0.8828,0.1678,12.4397,-4.6857,0.6089,-1.8003,-3.1229,4.8677,-0.3367
-5.2512,-6.4959,-5.0195,0.1619,1.0264,-0.8028,-1.6749,15.3904,10.9499,1.8002,-0.7334,-1.6838,8.6529,-1.6349,0.1585
8.5853,-6.6273,-1.6124,0.1771,1.0939,-2.1157,-3.6062,-4.4245,10.0912,-3.9483,0.0000,0.5656,9.0156,-3.1800,0.0000
-5.5137,0.5277,-2.3062,-0.2665,0.6459,-2.9135,-2.1778,2.8274,1.8073,-4.5748,-0.3832,-2.6136,7.6569,-3.5128,-0.4803
-1.3750,0.8263,-1.3091,3.8581,2.6049,5.3674,1.4072,-3.0635,-8.1363,1.1367,0.0734,8.5513,-9.9653,2.5761,2.7582
2.6587,-6.7631,-1.1442,-2.2007,2.0893,-5.6847,2.6155,-5.4768,0.9738,7.2451,0.9172,0.8384,-10.3074,1.7019,-0.2086
4.5422,0.7015,-1.1764,1.0703,1.7874,-5.9074,1.5233,-6.5686,-10.2788,-2.9182,1.6754,0.5640,0.0984,0.5587,-2.7307
7.7226,-7.2241,-2.0812,-0.0706,-5.9405,-3.4717,-2.3252,2.8916,2.6456,-4.6643,1.6676,-1.8155,10.3456,-3.2444,-2.4472
-4.6861,-6.2457,-5.0663,-3.3002,-5.1567,-2.2374,-2.5368,4.6808,1.5873,-4.1246,-0.3168,-0.4610,10.1957,0.0000,3.4509
6.9871,-14.3987,-1.8032,-5.0224,-6.5079,-0.5264,-5.8660,16.9121,11.5652,0.4029,-3.5257,-1.5472,-0.4063,-1.4171,1.1852
-3.0118,14.9061,2.3247,0.0000,16.8707,-3.3181,-1.7502,-9.2921,13.0403,-10.5451,-2.1459,2.8260,-0.7276,5.5306,-3.0696
-3.3835,17.1994,5.3838,3.4916,18.2617,-4.6722,0.0000,-5.2174,13.2058,-5.8686,-0.2442,0.4778,-11.5414,5.0848,-6.4163
11.7567,-7.2655,2.9174,9.0649,-15.5628,1.5249,2.4989,-6.4899,-19.7019,4.8691,0.4264,-2.1546,0.0000,-3.1305,-2.5295
1.1554,-7.2443,-1.2598,-2.1984,-10.7630,2.1035,2.1306,-6.0989,-10.0277,-0.8281,0.5474,1.2290,-12.1341,0.5934,-3.1129
-16.9186,11.1455,7.3479,7.6145,6.4322,7.2720,-4.4799,17.5030,8.5222,2.9004,-3.5526,-0.3385,11.5087,-0.3312,5.3494
8.1303,0.8911,-2.0232,0.0652,-6.5246,-1.8512,5.9758,-4.8976,15.5941,-2.6364,2.6275,-1.5394,0.7483,-3.1809,1.7329
-0.6291,1.0078,-1.0808,3.9733,2.8850,6.5449,1.2989,-2.0621,-16.1720,13.6647,0.0000,3.0515,-10.0752,2.6495,3.2797
-1.1072,0.8087,-3.0344,-2.6397,14.7101,6.8501,1.1286,4.4400,-20.1610,27.5284,0.6571,-1.8693,-0.1666,2.7083,3.5424
36.1942,-10.7575,-0.6223,-5.0170,-16.3777,-3.8270,-4.6873,3.6158,8.9085,-4.3410,-5.4219,-4.1291,22.3546,-2.0142,-0.3621
-8.1326,0.4670,-1.5532,1.9373,-9.4656,1.8812,3.2286,-6.3682,1.1399,-9.6510,1.7675,-2.4119,-0.1748,-4.2612,-2.3994
6.9829,-14.3409,-1.8220,-5.0114,-6.4715,-0.6096,-5.8737,16.8768,11.5730,0.5238,-3.5433,-1.6241,-0.3632,-1.3969,1.1318
7.2440,0.6599,-1.8715,-2.0277,-5.7156,-5.5331,-3.0631,0.9788,1.7751,-5.4866,0.2203,-2.7067,22.3410,-4.2649,-0.1025
4.3337,-7.5634,-1.4082,1.5679,1.5383,-5.4342,1.0989,-7.0092,1.6961,-2.1328,1.8952,-2.2103,0.0805,-3.7194,-0.4446
7.1407,0.7171,-2.3447,-0.6124,1.0189,-5.5814,0.2042,-5.8649,2.5311,-5.1695,1.9866,-2.4481,0.0000,-6.7633,-2.7535
-17.0304,11.0248,7.5902,7.6220,6.5100,7.4188,-4.6167,17.5725,8.6134,2.8554,-3.5187,-0.5637,11.4973,-0.3001,5.3004
